Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
TUBA4B	0	0	0	0	2	0	0	0	0	2	1	1
TUBD1	0	0	0	0	2	0	0	0	0	2	1	1
TUT7	1	0	1	0	0	0	0	0	0	2	1	1
TYK2	0	0	0	0	2	0	0	0	0	2	1	1
UBE4B	0	0	0	0	2	0	0	0	0	2	1	1
UBXN8	0	0	0	0	2	0	0	0	0	2	1	1
UCP2	0	0	0	0	2	0	0	0	0	2	1	1
UGGT2	0	0	0	0	2	0	0	0	0	2	1	1
UGT8	0	0	0	0	2	0	0	0	0	2	1	1
UHRF1BP1	0	0	0	0	2	0	0	0	0	2	1	1
ULK2	0	0	0	0	2	0	0	0	0	2	1	1
UQCRFS1	0	0	0	0	2	0	0	0	0	2	1	1
URB1	0	0	0	0	2	0	0	0	0	2	1	1
URB2	0	0	0	0	2	0	0	0	0	2	1	1
USP16	0	0	0	0	1	0	0	1	0	2	1	1
USP2	0	0	0	0	1	1	0	0	0	2	1	1
USP24	0	0	0	0	2	0	0	0	0	2	1	1
USP34	0	0	0	0	1	1	0	0	0	2	1	1
USP35	0	0	0	0	2	0	0	0	0	2	1	1
USP41	0	0	0	0	2	0	0	0	0	2	1	1
USP42	0	0	0	0	2	0	0	0	0	2	1	1
USP43	0	0	0	0	2	0	0	0	0	2	1	1
USP45	0	0	0	0	2	0	0	0	0	2	1	1
USP47	0	0	0	0	1	0	0	1	0	2	1	1
USP6NL	0	0	0	0	2	0	0	0	0	2	1	1
UTP14C	0	0	0	0	2	0	0	0	0	2	1	1
UTP25	0	0	0	0	2	0	0	0	0	2	1	1
UTP4	0	0	0	0	2	0	0	0	0	2	1	1
VEPH1	0	0	0	0	1	0	0	1	0	2	1	1
VEZT	0	0	0	0	2	0	0	0	0	2	1	1
VN1R1	0	0	0	0	2	0	0	0	0	2	1	1
VPS11	0	0	0	0	2	0	0	0	0	2	1	1
VPS13A	0	0	0	0	2	0	0	0	0	2	1	1
VPS13B	0	0	0	0	2	0	0	0	0	2	1	1
VPS13D	0	0	0	0	1	0	0	1	0	2	1	1
VPS37C	0	0	0	0	2	0	0	0	0	2	1	1
VSIR	0	0	0	0	2	0	0	0	0	2	1	1
VTN	1	0	0	0	1	0	0	0	0	2	1	1
WBP1L	0	0	0	0	2	0	0	0	0	2	1	1
WDR25	0	0	0	0	2	0	0	0	0	2	1	1
WDR35	0	0	0	0	1	0	0	1	0	2	1	1
WDR75	0	0	0	0	2	0	0	0	0	2	1	1
WDR76	0	0	0	0	2	0	0	0	0	2	1	1
WIPF1	0	0	0	0	1	0	0	1	0	2	1	1
WLS	0	0	0	0	2	0	0	0	0	2	1	1
WNK4	1	0	0	0	1	0	0	0	0	2	1	1
XDH	0	0	0	0	2	0	0	0	0	2	1	1
XIAP	0	0	0	0	2	0	0	0	0	2	1	1
XPC	0	0	0	0	2	0	0	0	0	2	1	1
XRRA1	0	0	0	0	2	0	0	0	0	2	1	1
YTHDC2	0	0	0	0	2	0	0	0	0	2	1	1
YTHDF2	0	0	0	0	2	0	0	0	0	2	1	1
YY1AP1	0	0	0	0	2	0	0	0	0	2	1	1
ZACN	0	0	0	0	1	1	0	0	0	2	1	1
ZBED3	0	0	0	0	2	0	0	0	0	2	1	1
ZBED5	0	0	0	0	2	0	0	0	0	2	1	1
ZBED6	0	0	0	0	2	0	0	0	0	2	1	1
ZBTB4	0	0	0	0	2	0	0	0	0	2	1	1
ZBTB40	0	0	0	0	2	0	0	0	0	2	1	1
ZC3HAV1	0	0	0	0	2	0	0	0	0	2	1	1
ZC3HC1	0	0	0	0	2	0	0	0	0	2	1	1
ZCCHC14	0	0	0	0	2	0	0	0	0	2	1	1
ZCWPW1	0	0	0	0	2	0	0	0	0	2	1	1
ZDHHC20	0	0	0	0	1	0	0	1	0	2	1	1
ZFC3H1	0	0	0	0	2	0	0	0	0	2	1	1
ZFHX3	0	0	1	0	1	0	0	0	0	2	1	1
ZFP62	0	0	0	0	2	0	0	0	0	2	1	1
ZFP69B	1	0	0	0	1	0	0	0	0	2	1	1
ZFYVE28	0	0	0	0	2	0	0	0	0	2	1	1
ZGPAT	0	0	0	0	2	0	0	0	0	2	1	1
ZGRF1	0	0	0	0	2	0	0	0	0	2	1	1
ZKSCAN2	0	0	0	0	2	0	0	0	0	2	1	1
ZKSCAN3	0	0	0	0	2	0	0	0	0	2	1	1
ZKSCAN7	0	0	0	0	2	0	0	0	0	2	1	1
ZMAT1	0	0	0	0	1	1	0	0	0	2	1	1
ZMYM5	0	0	0	0	2	0	0	0	0	2	1	1
ZMYND10	0	0	0	0	2	0	0	0	0	2	1	1
ZNF10	0	0	0	0	2	0	0	0	0	2	1	1
ZNF138	0	0	0	0	2	0	0	0	0	2	1	1
ZNF143	0	0	0	0	1	0	0	1	0	2	1	1
ZNF155	0	0	0	0	2	0	0	0	0	2	1	1
ZNF18	1	0	0	0	1	0	0	0	0	2	1	1
ZNF184	0	0	0	0	2	0	0	0	0	2	1	1
ZNF211	1	0	0	0	1	0	0	0	0	2	1	1
ZNF212	0	0	0	0	2	0	0	0	0	2	1	1
ZNF236	0	0	0	0	2	0	0	0	0	2	1	1
ZNF264	0	0	0	0	2	0	0	0	0	2	1	1
ZNF28	0	0	0	0	2	0	0	0	0	2	1	1
ZNF280D	0	0	0	0	2	0	0	0	0	2	1	1
ZNF282	0	0	0	0	2	0	0	0	0	2	1	1
ZNF284	0	0	1	0	1	0	0	0	0	2	1	1
ZNF302	0	0	0	0	2	0	0	0	0	2	1	1
ZNF304	0	0	0	0	2	0	0	0	0	2	1	1
ZNF320	0	0	0	0	2	0	0	0	0	2	1	1
ZNF335	1	0	0	0	1	0	0	0	0	2	1	1
ZNF33A	0	0	0	0	2	0	0	0	0	2	1	1
ZNF33B	0	0	0	0	2	0	0	0	0	2	1	1
ZNF345	1	0	0	0	1	0	0	0	0	2	1	1
ZNF365	0	0	0	0	2	0	0	0	0	2	1	1
ZNF414	0	0	0	0	2	0	0	0	0	2	1	1
ZNF419	0	0	0	0	2	0	0	0	0	2	1	1
ZNF438	1	0	0	0	1	0	0	0	0	2	1	1
ZNF44	0	0	0	0	1	1	0	0	0	2	1	1
ZNF441	0	0	0	0	2	0	0	0	0	2	1	1
ZNF446	0	0	0	0	2	0	0	0	0	2	1	1
ZNF462	0	0	0	0	2	0	0	0	0	2	1	1
ZNF48	0	0	0	0	2	0	0	0	0	2	1	1
ZNF518B	0	0	0	0	2	0	0	0	0	2	1	1
ZNF525	0	0	0	0	2	0	0	0	0	2	1	1
ZNF527	0	0	0	0	2	0	0	0	0	2	1	1
ZNF547	0	0	0	0	2	0	0	0	0	2	1	1
ZNF555	0	0	0	0	2	0	0	0	0	2	1	1
ZNF577	0	0	0	0	2	0	0	0	0	2	1	1
ZNF585A	0	0	0	0	2	0	0	0	0	2	1	1
ZNF589	0	0	0	0	2	0	0	0	0	2	1	1
ZNF600	1	0	0	0	1	0	0	0	0	2	1	1
ZNF613	0	0	0	0	2	0	0	0	0	2	1	1
ZNF624	0	0	0	0	2	0	0	0	0	2	1	1
ZNF670	0	0	0	0	2	0	0	0	0	2	1	1
ZNF671	0	0	0	0	2	0	0	0	0	2	1	1
ZNF695	0	0	0	0	2	0	0	0	0	2	1	1
ZNF700	0	0	0	0	2	0	0	0	0	2	1	1
ZNF714	0	0	0	0	2	0	0	0	0	2	1	1
ZNF749	0	1	0	0	1	0	0	0	0	2	1	1
ZNF75D	1	0	0	0	1	0	0	0	0	2	1	1
ZNF77	1	0	0	0	1	0	0	0	0	2	1	1
ZNF774	0	0	0	0	2	0	0	0	0	2	1	1
ZNF777	0	0	0	0	2	0	0	0	0	2	1	1
ZNF780B	0	0	0	0	2	0	0	0	0	2	1	1
ZNF784	0	0	0	0	2	0	0	0	0	2	1	1
ZNF790	0	0	0	0	2	0	0	0	0	2	1	1
ZNF799	0	0	0	0	2	0	0	0	0	2	1	1
ZNF816	0	0	0	1	1	0	0	0	0	2	1	1
ZNF829	0	0	0	0	2	0	0	0	0	2	1	1
ZNF843	0	0	0	0	2	0	0	0	0	2	1	1
ZNF845	0	0	0	0	2	0	0	0	0	2	1	1
ZNF852	1	0	0	0	1	0	0	0	0	2	1	1
ZNF90	0	0	0	0	2	0	0	0	0	2	1	1
ZNFX1	0	0	0	0	2	0	0	0	0	2	1	1
ZNRF1	1	0	0	0	1	0	0	0	0	2	1	1
ZSCAN12	0	0	0	0	2	0	0	0	0	2	1	1
ZSWIM9	0	0	0	0	2	0	0	0	0	2	1	1
ZXDC	0	0	0	0	2	0	0	0	0	2	1	1
ZZEF1	0	0	0	0	2	0	0	0	0	2	1	1
AAGAB	0	0	0	0	1	0	0	0	0	1	1	1
AAK1	0	0	0	0	1	0	0	0	0	1	1	1
AAMP	0	0	0	0	1	0	0	0	0	1	1	1
AARS2	0	0	0	0	1	0	0	0	0	1	1	1
AASS	0	0	0	0	1	0	0	0	0	1	1	1
AATK	0	0	0	0	1	0	0	0	0	1	1	1
ABCB10	1	0	0	0	0	0	0	0	0	1	1	1
ABCB9	0	0	0	0	1	0	0	0	0	1	1	1
ABCC10	0	0	0	0	1	0	0	0	0	1	1	1
ABCC3	1	0	0	0	0	0	0	0	0	1	1	1
ABCC4	0	0	0	0	1	0	0	0	0	1	1	1
ABCD2	0	0	0	0	1	0	0	0	0	1	1	1
ABCG1	0	0	0	0	1	0	0	0	0	1	1	1
ABHD1	0	0	0	0	1	0	0	0	0	1	1	1
ABHD10	0	0	0	0	1	0	0	0	0	1	1	1
ABHD12	0	0	0	0	1	0	0	0	0	1	1	1
ABHD15	0	0	0	0	1	0	0	0	0	1	1	1
ABITRAM	0	0	0	0	1	0	0	0	0	1	1	1
ABL2	0	0	0	0	1	0	0	0	0	1	1	1
ABLIM3	0	0	0	0	0	1	0	0	0	1	1	1
ABTB1	0	0	0	0	0	0	0	1	0	1	1	1
ABTB2	1	0	0	0	0	0	0	0	0	1	1	1
ACACB	0	0	0	0	1	0	0	0	0	1	1	1
ACAP1	0	0	0	0	1	0	0	0	0	1	1	1
ACAT1	0	0	0	0	1	0	0	0	0	1	1	1
ACAT2	0	0	0	0	1	0	0	0	0	1	1	1
ACBD3	0	0	0	0	1	0	0	0	0	1	1	1
ACD	0	0	0	0	1	0	0	0	0	1	1	1
ACER2	0	0	0	0	1	0	0	0	0	1	1	1
ACER3	0	0	0	0	1	0	0	0	0	1	1	1
ACIN1	0	0	0	0	1	0	0	0	0	1	1	1
ACOX1	0	0	0	0	1	0	0	0	0	1	1	1
ACOX3	0	0	0	0	1	0	0	0	0	1	1	1
ACSBG1	0	0	0	0	1	0	0	0	0	1	1	1
ACSBG2	0	0	0	0	1	0	0	0	0	1	1	1
ACSL4	0	0	0	0	0	0	0	1	0	1	1	1
ACSL5	0	0	0	0	1	0	0	0	0	1	1	1
ACSS1	0	0	0	0	1	0	0	0	0	1	1	1
ACSS3	0	0	0	0	1	0	0	0	0	1	1	1
ACTN1	0	0	0	0	0	0	0	1	0	1	1	1
ACTN2	0	0	0	0	1	0	0	0	0	1	1	1
ACTN4	0	0	0	0	0	0	0	1	0	1	1	1
ACTR2	0	1	0	0	0	0	0	0	0	1	1	1
ACTR3	0	0	0	0	1	0	0	0	0	1	1	1
ACTR3C	0	0	0	0	1	0	0	0	0	1	1	1
ACTR5	0	0	0	0	1	0	0	0	0	1	1	1
ACTRT3	0	0	0	0	0	1	0	0	0	1	1	1
ACVR1B	0	0	0	0	1	0	0	0	0	1	1	1
ADAM11	0	0	0	0	1	0	0	0	0	1	1	1
ADAM19	0	0	0	0	1	0	0	0	0	1	1	1
ADAM8	0	0	0	0	1	0	0	0	0	1	1	1
ADAMTS1	0	0	0	0	1	0	0	0	0	1	1	1
ADAMTS12	0	0	0	0	1	0	0	0	0	1	1	1
ADAMTS13	0	0	0	0	1	0	0	0	0	1	1	1
ADAMTS15	1	0	0	0	0	0	0	0	0	1	1	1
ADAMTS16	0	0	0	0	1	0	0	0	0	1	1	1
ADAMTS5	0	0	0	0	1	0	0	0	0	1	1	1
ADAMTSL3	0	0	0	0	1	0	0	0	0	1	1	1
ADCK5	0	0	0	0	1	0	0	0	0	1	1	1
ADCY3	0	0	0	0	1	0	0	0	0	1	1	1
ADGRA3	0	0	0	0	1	0	0	0	0	1	1	1
ADGRB1	0	0	0	0	1	0	0	0	0	1	1	1
ADGRB2	1	0	0	0	0	0	0	0	0	1	1	1
ADGRB3	0	0	0	0	1	0	0	0	0	1	1	1
ADGRG2	0	0	0	0	1	0	0	0	0	1	1	1
ADGRV1	0	0	0	0	1	0	0	0	0	1	1	1
ADHFE1	0	0	0	0	1	0	0	0	0	1	1	1
ADO	0	0	0	0	1	0	0	0	0	1	1	1
ADORA2A	0	0	0	0	1	0	0	0	0	1	1	1
ADORA2B	0	0	0	0	1	0	0	0	0	1	1	1
ADPRHL1	0	0	0	0	1	0	0	0	0	1	1	1
ADRM1	0	0	0	0	1	0	0	0	0	1	1	1
AFF1	0	0	0	0	1	0	0	0	0	1	1	1
AFF2	0	0	0	0	1	0	0	0	0	1	1	1
AFF4	0	0	0	0	0	0	0	1	0	1	1	1
AFG1L	0	0	0	0	1	0	0	0	0	1	1	1
AGA	0	0	0	0	1	0	0	0	0	1	1	1
AGAP1	0	0	0	0	1	0	0	0	0	1	1	1
AGAP5	0	0	0	0	1	0	0	0	0	1	1	1
AGBL2	0	0	0	0	0	1	0	0	0	1	1	1
AGBL3	0	0	0	0	1	0	0	0	0	1	1	1
AGFG1	0	0	0	0	0	0	0	1	0	1	1	1
AGFG2	0	0	0	0	1	0	0	0	0	1	1	1
AGGF1	0	0	0	0	1	0	0	0	0	1	1	1
AGL	1	0	0	0	0	0	0	0	0	1	1	1
AGMO	0	0	0	0	1	0	0	0	0	1	1	1
AGO4	0	0	0	0	1	0	0	0	0	1	1	1
AGPAT4	0	0	0	0	0	1	0	0	0	1	1	1
AGPS	0	0	0	0	1	0	0	0	0	1	1	1
AHDC1	0	0	0	0	1	0	0	0	0	1	1	1
AIP	0	0	0	0	1	0	0	0	0	1	1	1
AK2	0	0	0	0	1	0	0	0	0	1	1	1
AK5	0	0	0	1	0	0	0	0	0	1	1	1
AK8	0	0	0	0	1	0	0	0	0	1	1	1
AKAP17A	0	0	0	0	1	0	0	0	0	1	1	1
AKAP5	0	0	0	0	1	0	0	0	0	1	1	1
AKAP7	0	0	0	0	1	0	0	0	0	1	1	1
AKIP1	0	0	0	0	1	0	0	0	0	1	1	1
AKNAD1	0	0	0	0	0	1	0	0	0	1	1	1
AKR1C3	0	0	0	0	1	0	0	0	0	1	1	1
AKR1E2	0	0	0	0	1	0	0	0	0	1	1	1
AKR7A2	0	0	0	0	0	0	0	0	1	1	1	1
AKT1	0	0	0	0	0	0	0	1	0	1	1	1
ALAD	0	0	0	0	1	0	0	0	0	1	1	1
ALCAM	0	0	0	0	1	0	0	0	0	1	1	1
ALDH16A1	0	0	0	0	1	0	0	0	0	1	1	1
ALDH1A1	0	0	0	0	1	0	0	0	0	1	1	1
ALDH3A1	0	0	0	0	1	0	0	0	0	1	1	1
ALDH5A1	0	0	0	0	1	0	0	0	0	1	1	1
ALDOA	0	0	0	0	1	0	0	0	0	1	1	1
ALG10B	0	0	0	0	1	0	0	0	0	1	1	1
ALG1L2	0	0	0	0	1	0	0	0	0	1	1	1
ALG6	0	0	0	0	1	0	0	0	0	1	1	1
ALG9	0	0	0	0	1	0	0	0	0	1	1	1
ALKBH8	0	0	0	0	1	0	0	0	0	1	1	1
ALOX12	0	0	0	0	1	0	0	0	0	1	1	1
ALPK3	1	0	0	0	0	0	0	0	0	1	1	1
ALS2	0	0	0	0	1	0	0	0	0	1	1	1
AMIGO2	0	0	0	0	1	0	0	0	0	1	1	1
AMN	0	0	0	0	1	0	0	0	0	1	1	1
AMOTL1	0	0	0	0	0	0	0	1	0	1	1	1
AMOTL2	0	0	0	0	1	0	0	0	0	1	1	1
AMZ1	0	0	0	0	1	0	0	0	0	1	1	1
ANGEL1	0	0	0	0	1	0	0	0	0	1	1	1
ANGEL2	0	0	0	0	1	0	0	0	0	1	1	1
ANGPTL3	0	0	0	0	1	0	0	0	0	1	1	1
ANGPTL7	0	0	0	0	1	0	0	0	0	1	1	1
ANKAR	0	0	0	0	1	0	0	0	0	1	1	1
ANKDD1A	1	0	0	0	0	0	0	0	0	1	1	1
ANKEF1	0	0	0	0	1	0	0	0	0	1	1	1
ANKHD1	0	0	0	0	1	0	0	0	0	1	1	1
ANKIB1	0	0	0	0	1	0	0	0	0	1	1	1
ANKMY2	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD11	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD16	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD18A	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD18B	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD28	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD52	0	0	0	0	0	0	0	1	0	1	1	1
ANKRD53	0	0	0	0	1	0	0	0	0	1	1	1
ANKRD6	0	0	0	0	1	0	0	0	0	1	1	1
ANKS1A	0	0	0	0	1	0	0	0	0	1	1	1
ANKS3	0	0	0	0	1	0	0	0	0	1	1	1
ANKS6	0	0	0	0	1	0	0	0	0	1	1	1
ANO10	0	0	0	0	1	0	0	0	0	1	1	1
ANP32E	0	0	1	0	0	0	0	0	0	1	1	1
ANTXR1	0	0	0	0	0	0	0	1	0	1	1	1
ANTXR2	0	0	0	0	1	0	0	0	0	1	1	1
ANXA11	0	0	0	0	1	0	0	0	0	1	1	1
ANXA5	0	0	0	0	0	0	0	1	0	1	1	1
AOC2	0	0	0	0	0	1	0	0	0	1	1	1
AP1G1	0	0	0	0	0	0	0	1	0	1	1	1
AP2M1	0	0	0	0	0	0	0	1	0	1	1	1
AP3D1	0	0	0	0	0	0	0	1	0	1	1	1
AP5Z1	0	0	0	0	1	0	0	0	0	1	1	1
APBA1	0	0	0	0	1	0	0	0	0	1	1	1
APBA3	0	0	0	0	1	0	0	0	0	1	1	1
APBB1	0	0	0	0	0	0	0	1	0	1	1	1
APBB3	0	0	0	0	1	0	0	0	0	1	1	1
APEX1	0	0	0	0	1	0	0	0	0	1	1	1
APH1B	0	0	0	0	1	0	0	0	0	1	1	1
APOA2	0	0	0	0	1	0	0	0	0	1	1	1
APOBEC2	0	0	0	0	1	0	0	0	0	1	1	1
APOBEC3B	0	0	0	0	1	0	0	0	0	1	1	1
APOBEC3D	1	0	0	0	0	0	0	0	0	1	1	1
APOL2	0	0	0	0	1	0	0	0	0	1	1	1
APP	0	0	0	0	1	0	0	0	0	1	1	1
AQP4	0	0	0	0	1	0	0	0	0	1	1	1
ARAP1	0	0	0	0	1	0	0	0	0	1	1	1
ARAP2	1	0	0	0	0	0	0	0	0	1	1	1
ARAP3	0	0	0	0	1	0	0	0	0	1	1	1
AREG	0	0	0	0	0	1	0	0	0	1	1	1
ARFGAP3	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP1	0	0	0	0	0	0	0	1	0	1	1	1
ARHGAP12	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP18	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP27P1-BPTFP1-KPNA2P3	0	0	0	0	0	0	0	1	0	1	1	1
ARHGAP31	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP4	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP42	0	0	0	0	1	0	0	0	0	1	1	1
ARHGAP5	0	0	0	0	1	0	0	0	0	1	1	1
ARHGDIB	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF1	0	0	0	0	0	0	0	1	0	1	1	1
ARHGEF10L	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF25	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF3	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF37	0	0	0	0	1	0	0	0	0	1	1	1
ARHGEF6	0	0	0	0	1	0	0	0	0	1	1	1
ARID3A	0	0	0	0	1	0	0	0	0	1	1	1
ARID4B	0	0	0	0	0	0	0	1	0	1	1	1
ARL8B	0	0	0	0	1	0	0	0	0	1	1	1
ARNT2	0	0	0	0	1	0	0	0	0	1	1	1
ARNTL2	0	0	0	0	1	0	0	0	0	1	1	1
ARPC5L	0	0	0	0	0	0	0	1	0	1	1	1
ARRB2	0	0	0	0	1	0	0	0	0	1	1	1
ARRDC2	0	0	0	0	1	0	0	0	0	1	1	1
ARSA	0	0	0	0	1	0	0	0	0	1	1	1
ARSB	0	0	0	0	1	0	0	0	0	1	1	1
ARSD	0	0	0	0	1	0	0	0	0	1	1	1
ARSG	0	0	0	0	1	0	0	0	0	1	1	1
ARSJ	0	0	0	0	1	0	0	0	0	1	1	1
ARVCF	0	0	0	0	1	0	0	0	0	1	1	1
ARX	0	0	0	0	1	0	0	0	0	1	1	1
ASAH1	0	0	0	0	1	0	0	0	0	1	1	1
ASAH2	0	0	0	0	1	0	0	0	0	1	1	1
ASAP3	0	0	0	0	1	0	0	0	0	1	1	1
ASB8	0	0	0	0	1	0	0	0	0	1	1	1
ASB9	0	0	0	0	1	0	0	0	0	1	1	1
ASCC2	0	0	0	0	1	0	0	0	0	1	1	1
ASCC3	0	0	0	0	1	0	0	0	0	1	1	1
ASH1L	0	0	0	0	1	0	0	0	0	1	1	1
ASIC1	0	0	0	0	1	0	0	0	0	1	1	1
ASNSD1	0	0	0	0	1	0	0	0	0	1	1	1
ASPA	0	0	0	0	1	0	0	0	0	1	1	1
ASPHD1	0	0	0	1	0	0	0	0	0	1	1	1
ASPSCR1	0	0	0	0	1	0	0	0	0	1	1	1
ASTE1	1	0	0	0	0	0	0	0	0	1	1	1
ATAD3B	0	0	0	0	1	0	0	0	0	1	1	1
ATF5	0	0	0	0	1	0	0	0	0	1	1	1
ATF6	0	0	0	0	1	0	0	0	0	1	1	1
ATF7IP	0	0	0	0	1	0	0	0	0	1	1	1
ATG16L1	0	0	0	0	1	0	0	0	0	1	1	1
ATG16L2	0	0	0	0	1	0	0	0	0	1	1	1
ATG4B	0	0	0	0	1	0	0	0	0	1	1	1
ATL2	0	0	0	0	1	0	0	0	0	1	1	1
ATN1	0	0	1	0	0	0	0	0	0	1	1	1
ATOH8	0	0	0	0	1	0	0	0	0	1	1	1
ATP11C	0	0	0	0	1	0	0	0	0	1	1	1
ATP13A1	0	0	0	0	1	0	0	0	0	1	1	1
ATP1A4	0	0	0	0	1	0	0	0	0	1	1	1
ATP1B2	0	0	0	0	1	0	0	0	0	1	1	1
ATP2A3	0	0	0	0	1	0	0	0	0	1	1	1
ATP2B4	0	0	0	0	1	0	0	0	0	1	1	1
ATP5F1A	0	0	0	0	1	0	0	0	0	1	1	1
ATP6V0A1	0	0	0	0	1	0	0	0	0	1	1	1
ATP6V0A2	0	0	0	0	1	0	0	0	0	1	1	1
ATP6V0A4	0	0	0	0	1	0	0	0	0	1	1	1
ATP6V1C2	0	0	0	0	1	0	0	0	0	1	1	1
ATP7A	0	0	0	0	1	0	0	0	0	1	1	1
ATP8A1	0	0	0	0	1	0	0	0	0	1	1	1
ATRAID	0	0	0	0	1	0	0	0	0	1	1	1
ATRNL1	0	0	0	0	1	0	0	0	0	1	1	1
ATXN2L	0	0	0	0	1	0	0	0	0	1	1	1
AUP1	0	0	0	0	0	0	0	1	0	1	1	1
AURKA	0	0	0	0	1	0	0	0	0	1	1	1
AVIL	0	0	0	0	1	0	0	0	0	1	1	1
AXIN1	0	0	0	0	0	0	0	1	0	1	1	1
AZIN2	0	0	0	0	0	0	0	1	0	1	1	1
B3GALT2	1	0	0	0	0	0	0	0	0	1	1	1
B3GALT6	0	0	0	0	0	1	0	0	0	1	1	1
B3GAT2	1	0	0	0	0	0	0	0	0	1	1	1
B3GLCT	0	0	0	0	1	0	0	0	0	1	1	1
B3GNT7	0	0	0	0	1	0	0	0	0	1	1	1
B4GALNT1	0	0	0	0	1	0	0	0	0	1	1	1
B4GALNT3	0	0	0	0	1	0	0	0	0	1	1	1
B9D2	0	0	0	0	1	0	0	0	0	1	1	1
BAALC	1	0	0	0	0	0	0	0	0	1	1	1
BABAM2	0	0	0	0	1	0	0	0	0	1	1	1
BACH2	0	0	0	0	1	0	0	0	0	1	1	1
BAG1	0	0	0	0	1	0	0	0	0	1	1	1
BAG3	0	0	0	0	1	0	0	0	0	1	1	1
BAHD1	0	0	0	0	1	0	0	0	0	1	1	1
BAZ1A	0	0	0	0	0	1	0	0	0	1	1	1
BAZ2B	0	0	0	0	1	0	0	0	0	1	1	1
BBS12	0	0	0	0	1	0	0	0	0	1	1	1
BBS2	0	0	0	0	1	0	0	0	0	1	1	1
BBS4	0	0	0	0	1	0	0	0	0	1	1	1
BBS5	0	0	0	0	1	0	0	0	0	1	1	1
BCAR1	0	0	0	0	1	0	0	0	0	1	1	1
BCAS3	0	0	0	0	1	0	0	0	0	1	1	1
BCAT2	0	0	0	0	1	0	0	0	0	1	1	1
BCL11B	0	0	0	0	1	0	0	0	0	1	1	1
BCL2L10	0	0	0	0	1	0	0	0	0	1	1	1
BCL2L13	0	0	0	0	1	0	0	0	0	1	1	1
BCL6	0	0	0	0	1	0	0	0	0	1	1	1
BCL7A	0	0	0	0	1	0	0	0	0	1	1	1
BCLAF1	0	0	0	0	1	0	0	0	0	1	1	1
BCO1	0	0	0	0	1	0	0	0	0	1	1	1
BCO2	0	0	0	0	1	0	0	0	0	1	1	1
BCOR	0	0	0	0	1	0	0	0	0	1	1	1
BCR	0	0	0	0	1	0	0	0	0	1	1	1
BDH1	0	0	0	0	1	0	0	0	0	1	1	1
BDKRB1	0	0	0	0	1	0	0	0	0	1	1	1
BEST4	0	0	0	0	1	0	0	0	0	1	1	1
BHLHE41	0	0	0	0	1	0	0	0	0	1	1	1
BICC1	0	0	0	0	1	0	0	0	0	1	1	1
BICD2	0	0	0	0	1	0	0	0	0	1	1	1
BICDL2	0	0	0	0	1	0	0	0	0	1	1	1
BICRA	1	0	0	0	0	0	0	0	0	1	1	1
BIRC5	0	0	0	0	1	0	0	0	0	1	1	1
BIRC6	0	0	0	0	1	0	0	0	0	1	1	1
BLCAP	0	0	0	0	1	0	0	0	0	1	1	1
BMP4	0	0	0	0	1	0	0	0	0	1	1	1
BMP8A	0	0	0	0	1	0	0	0	0	1	1	1
BMPR1B	0	0	0	0	1	0	0	0	0	1	1	1
BNC1	0	0	0	0	1	0	0	0	0	1	1	1
BOLA2-SMG1P6	0	0	0	0	1	0	0	0	0	1	1	1
BPTF	0	0	0	0	1	0	0	0	0	1	1	1
BRD7	0	0	0	0	1	0	0	0	0	1	1	1
BRI3BP	0	0	0	1	0	0	0	0	0	1	1	1
BRIP1	0	0	0	0	1	0	0	0	0	1	1	1
BRMS1L	0	0	0	0	1	0	0	0	0	1	1	1
BRWD3	0	0	0	0	1	0	0	0	0	1	1	1
BTBD11	0	0	0	0	1	0	0	0	0	1	1	1
BTBD9	0	0	0	0	1	0	0	0	0	1	1	1
BTN3A3	0	0	0	0	1	0	0	0	0	1	1	1
BTRC	0	0	0	0	0	0	0	1	0	1	1	1
BUB1B	0	0	0	0	1	0	0	0	0	1	1	1
BUD13	0	0	0	0	1	0	0	0	0	1	1	1
C10orf62	0	0	0	0	1	0	0	0	0	1	1	1
C10orf82	0	0	0	0	1	0	0	0	0	1	1	1
C10orf95	0	0	0	0	1	0	0	0	0	1	1	1
C11orf16	0	0	0	0	1	0	0	0	0	1	1	1
C11orf24	0	0	0	0	1	0	0	0	0	1	1	1
C11orf68	0	0	0	0	1	0	0	0	0	1	1	1
